,DistrictId,Rooms_square,Square,LifeSquare,KitchenSquare,Floor,HouseFloor,HouseYear,Ecology_1,Social_1,Social_2,Social_3,Healthcare_1,Helthcare_2,Shops_1,Ecology_2_A,Ecology_2_B,Ecology_3_A,Ecology_3_B,Shops_2_A,Shops_2_B,Price
6133,9,0.34929463,42.671158,0.69858927,6.0,9.0,16.0,53,0.31019914,11,2748,1,1106.1093,0,0,0,1,0,1,0,1,152757.84
6134,5,0.99358505,45.166756,0.99358505,1.0,5.0,5.0,45,0.15081754,16,3433,4,2643.0,4,5,0,1,0,1,0,1,265601.34
6135,9,0.30999553,49.04267,0.61999106,7.0,7.0,12.0,12,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,201543.14
6136,30,0.5,63.603027,1.0,1.0,7.0,17.0,45,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,199699.61
6137,0,0.23477691,65.756256,0.70433074,6.0,2.0,9.0,53,0.31980935,25,4756,16,2857.0,5,8,0,1,0,1,0,1,293122.53
6138,7,0.28018066,53.70583,0.5603613,8.0,11.0,12.0,39,0.035145268,42,9292,3,2620.0,0,3,0,1,0,1,0,1,228060.12
6139,85,0.90617806,53.110233,0.90617806,10.0,8.0,14.0,45,0.03717782,52,11217,1,2300.0,1,7,0,1,0,1,0,1,273562.94
6140,6,0.5,52.08285,1.0,1.0,5.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,151185.94
6141,119,0.30184913,49.828484,0.60369825,5.0,4.0,5.0,59,0.000995363,42,7651,1,1106.1093,1,5,0,1,0,1,0,1,183788.39
6142,44,0.2078845,56.958164,0.62365353,6.0,6.0,9.0,52,0.036122292,24,4378,0,1036.0,1,1,0,1,0,1,0,1,198994.22
6143,93,0.20923126,53.834232,0.6276938,6.0,7.0,9.0,46,0.52186704,25,6149,0,1106.1093,0,0,0,1,0,1,0,1,184756.19
6144,45,1.0,42.745304,1.0,5.8617096,0.0,0.0,45,0.19578105,23,5212,6,1106.1093,3,2,0,1,0,1,0,1,222673.3
6145,27,0.56985575,65.322105,0.56985575,1.0,1.0,1.0,5,0.01405792,1,290,0,1106.1093,0,0,0,1,0,1,0,1,116069.94
6146,187,0.5599088,37.763893,0.5599088,6.0,5.0,10.0,22,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,120639.83
6147,35,0.16421378,101.392296,0.6568551,10.0,17.0,22.0,24,0.08903972,33,7976,5,1106.1093,0,11,0,1,0,1,0,1,559215.44
6148,62,1.0,50.975998,1.0,1.0,1.0,1.0,45,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,140699.53
6149,88,0.49991143,38.697117,0.49991143,9.0,9.0,16.0,40,0.1273759,43,8429,3,1106.1093,3,9,0,1,0,1,0,1,158998.11
6150,1,0.5965437,33.74868,0.5965437,5.0,5.0,5.0,59,0.03627009,6,1318,1,200.0,1,1,0,1,0,1,0,1,116444.45
6151,25,0.33333334,82.370964,1.0,1.0,5.0,22.0,45,0.069753364,53,13670,4,1106.1093,1,11,0,1,0,1,0,1,337543.44
6152,22,0.6743316,33.184628,0.6743316,5.0,6.0,9.0,56,0.000995363,42,7651,1,1106.1093,1,5,0,1,0,1,0,1,152657.12
6153,96,0.20554398,83.77868,0.6166319,10.0,2.0,10.0,19,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,324232.94
6154,31,0.20898294,76.91951,0.62694883,9.0,9.0,17.0,22,0.15134622,32,5889,10,830.0,4,1,0,1,1,0,0,1,394502.84
6155,90,0.55865085,27.298758,0.55865085,3.0,1.0,5.0,55,0.26508868,37,5288,0,1937.0,3,2,0,1,0,1,0,1,126918.47
6156,1,0.4918948,40.774128,0.4918948,8.0,17.0,17.0,30,0.025609156,33,5261,0,240.0,3,1,0,1,0,1,0,1,150824.92
6157,6,0.8845573,44.599503,0.8845573,1.0,4.0,17.0,6,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,129373.29
6158,22,0.43150404,45.051785,0.43150404,10.0,12.0,12.0,44,0.11853738,30,6207,1,1183.0,1,0,0,1,0,1,0,1,189217.62
6159,7,0.48088998,41.571095,0.48088998,9.0,8.0,16.0,33,0.035145268,42,9292,3,2620.0,0,3,0,1,0,1,0,1,189564.56
6160,8,0.3163516,54.32527,0.6327032,11.0,10.0,20.0,11,0.4581745,26,4439,1,1130.0,1,5,0,1,1,0,0,1,251156.3
6161,27,0.43848965,51.018288,0.43848965,5.8617096,0.0,0.0,6,0.017647052,2,469,0,1106.1093,0,0,0,1,0,1,0,1,141057.6
6162,57,0.2956575,53.11507,0.591315,9.0,3.0,12.0,21,0.0907991,74,19083,2,1106.1093,5,15,0,1,0,1,0,1,236226.14
6163,169,0.5315114,43.11886,0.5315114,8.0,6.0,12.0,42,0.30032253,52,10311,6,1106.1093,1,9,0,1,0,1,0,1,194259.48
6164,94,0.5795306,36.727806,0.5795306,5.0,9.0,9.0,44,0.28279766,33,8667,2,1106.1093,0,6,0,1,0,1,0,1,148081.27
6165,73,0.32407188,60.923523,0.64814377,7.0,9.0,16.0,15,0.042031586,37,6856,84,1940.0,2,5,0,1,0,1,0,1,426593.25
6166,7,0.16590264,116.0237,0.49770793,20.0,3.0,18.0,5,0.035145268,42,9292,3,2620.0,0,3,0,1,0,1,0,1,544167.75
6167,1,0.5,77.595566,1.0,1.0,9.0,17.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,264415.72
6168,42,0.5352528,41.983315,0.5352528,7.0,7.0,12.0,15,0.15824905,21,5731,0,1106.1093,1,0,0,1,0,1,0,1,168631.11
6169,25,0.33333334,93.2947,1.0,1.0,15.0,24.0,45,0.069753364,53,13670,4,1106.1093,1,11,0,1,0,1,0,1,367691.9
6170,6,0.5,62.333878,1.0,1.0,25.0,25.0,8,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,177378.17
6171,91,0.6539017,33.10413,0.6539017,5.0,3.0,5.0,60,0.33389154,30,6564,1,1106.1093,0,0,0,1,0,1,0,1,148274.1
6172,101,0.24081154,64.054886,0.72243464,7.0,1.0,4.0,62,0.22582495,41,6558,7,1548.0,3,2,1,0,0,1,0,1,124718.52
6173,3,0.49686813,36.869003,0.49686813,6.0,6.0,9.0,50,0.050900057,43,10621,1,30.0,2,3,0,1,0,1,0,1,153047.27
6174,99,0.24125235,62.683365,0.723757,6.0,1.0,9.0,49,0.012338886,35,5776,1,2078.0,2,4,0,1,0,1,0,1,93834.25
6175,60,0.32932642,48.4171,0.65865284,5.0,2.0,9.0,54,0.21843974,21,4472,6,1450.0,4,7,0,1,0,1,1,0,257563.19
6176,138,0.55043423,39.185352,0.55043423,7.0,2.0,17.0,20,0.19578105,23,5212,6,1106.1093,3,2,0,1,0,1,0,1,218867.78
6177,41,0.48761195,42.9098,0.48761195,9.0,14.0,16.0,42,0.17505486,36,10055,3,1106.1093,1,0,0,1,0,1,0,1,198133.7
6178,9,0.025815843,66.54212,0.051631685,1.0,1.0,1.0,45,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,181423.64
6179,30,1.0,40.787014,1.0,1.0,10.0,17.0,45,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,121894.94
6180,1,0.30123177,48.952023,0.60246354,5.0,1.0,9.0,52,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,212548.97
6181,6,0.5,63.732525,1.0,1.0,2.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,182335.25
6182,8,0.24049152,79.88194,0.7214746,8.0,1.0,7.0,24,0.4581745,26,4439,1,1130.0,1,5,0,1,1,0,0,1,258478.48
6183,78,0.21900995,59.001476,0.65702987,5.0,9.0,9.0,41,0.219006,28,6746,3,1106.1093,1,4,0,1,0,1,0,1,215406.14
6184,53,0.32555965,57.921932,0.6511193,10.0,11.0,24.0,3,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,346494.28
6185,63,0.33625105,43.980145,0.6725021,5.0,6.0,12.0,51,0.23861714,26,3889,6,705.0,3,6,0,1,0,1,0,1,254391.27
6186,27,1.0,40.08155,1.0,1.0,12.0,12.0,8,0.011654127,4,915,0,1106.1093,0,0,0,1,0,1,0,1,97399.2
6187,57,0.32676172,54.164135,0.65352345,9.0,8.0,12.0,38,0.40727624,9,1768,0,370.0,0,0,1,0,0,1,1,0,189200.31
6188,30,0.5,65.66517,1.0,1.0,8.0,17.0,45,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,182824.31
6189,66,0.5752626,36.248642,0.5752626,10.0,12.0,12.0,52,0.16197556,31,7010,5,4508.0,3,7,0,1,1,0,0,1,200188.34
6190,27,0.26272413,62.903843,0.52544826,11.0,12.0,14.0,9,0.017647052,2,469,0,1106.1093,0,0,0,1,0,1,0,1,158805.67
6191,9,0.33333334,87.40862,1.0,10.0,7.0,17.0,7,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,254065.77
6192,88,0.16366668,99.30307,0.6546667,10.0,3.0,22.0,12,0.1273759,43,8429,3,1106.1093,3,9,0,1,0,1,0,1,484454.28
6193,44,0.2082588,83.26832,0.62477636,10.0,23.0,23.0,14,0.23220508,24,4860,1,80.0,0,3,0,1,0,1,0,1,117667.74
6194,23,0.21668245,73.17745,0.65004736,8.0,3.0,5.0,43,0.014072961,2,475,0,1106.1093,0,0,0,1,0,1,0,1,155760.42
6195,23,0.5,63.707207,1.0,1.0,17.0,17.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,149933.77
6196,41,0.59953904,38.43372,0.59953904,6.0,3.0,9.0,46,6.99893e-05,46,10309,1,240.0,1,16,0,1,0,1,0,1,167850.17
6197,6,0.29729363,63.245056,0.59458727,12.0,3.0,17.0,7,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,178863.98
6198,1,0.33333334,78.345375,1.0,1.0,2.0,17.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,215087.78
6199,48,1.0,42.288887,1.0,1.0,1.0,1.0,45,0.041124634,46,9515,5,1106.1093,1,10,0,1,0,1,0,1,198981.14
6200,6,1.0,43.497307,1.0,1.0,5.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,126080.57
6201,17,0.25,170.01688,1.0,5.8617096,0.0,0.0,45,0.09344257,23,4635,5,3300.0,2,4,0,1,0,1,0,1,531049.75
6202,6,0.9443511,41.547966,0.9443511,1.0,9.0,17.0,5,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,126752.45
6203,38,0.56728977,34.743813,0.56728977,9.0,7.0,16.0,47,0.060753047,15,2787,2,520.0,0,7,0,1,0,1,0,1,218475.89
6204,38,1.0,49.914,1.0,1.0,1.0,1.0,45,0.060753047,15,2787,2,520.0,0,7,0,1,0,1,0,1,235693.75
6205,8,0.32148165,52.408684,0.6429633,8.0,9.0,14.0,46,0.4581745,26,4439,1,1130.0,1,5,0,1,1,0,0,1,185700.27
6206,30,0.0172277,66.21793,0.0344554,1.0,17.0,17.0,7,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,153639.84
6207,64,0.21021575,52.915092,0.63064724,6.0,3.0,9.0,49,0.002211665,39,7614,3,1106.1093,1,5,0,1,0,1,1,0,237073.06
6208,7,0.2940496,49.65281,0.5880992,8.0,4.0,5.0,90,0.13061781,39,10418,9,900.0,1,9,0,1,0,1,0,1,209292.12
6209,52,0.22263949,69.41688,0.66791844,9.0,10.0,12.0,51,0.371149,34,7065,1,750.0,2,5,0,1,0,1,0,1,248501.67
6210,62,0.5,72.295746,1.0,1.0,1.0,1.0,45,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,158711.03
6211,57,0.34154117,47.865643,0.68308234,6.0,3.0,12.0,41,0.13321534,49,11395,3,1406.0,3,4,0,1,0,1,1,0,205210.06
6212,67,0.20778175,80.34159,0.62334526,8.0,6.0,14.0,35,0.007720282,38,4788,2,1106.1093,0,4,0,1,0,1,0,1,373486.0
6213,44,0.55643386,37.76573,0.55643386,6.0,2.0,9.0,43,0.23220508,24,4860,1,80.0,0,3,0,1,0,1,0,1,189400.56
6214,31,0.25793365,50.91486,0.7738009,4.0,4.0,4.0,62,0.15134622,32,5889,10,830.0,4,1,0,1,1,0,0,1,321403.5
6215,47,0.36194652,47.280567,0.72389305,6.0,12.0,12.0,46,0.10187247,23,4583,3,1106.1093,3,3,0,1,0,1,0,1,202497.1
6216,2,0.35620415,46.3104,0.7124083,5.0,5.0,5.0,57,0.13061781,39,10418,9,900.0,1,9,0,1,0,1,0,1,183849.58
6217,41,0.31586066,46.652897,0.6317213,6.0,5.0,5.0,51,0.17505486,36,10055,3,1106.1093,1,0,0,1,0,1,0,1,233112.81
6218,87,0.48985204,37.59793,0.48985204,8.0,17.0,17.0,32,0.10045574,43,7227,0,1106.1093,1,6,0,1,0,1,1,0,165223.48
6219,6,1.0,38.91248,1.0,1.0,17.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,135752.66
6220,105,0.32083982,46.886875,0.64167964,5.0,5.0,5.0,58,0.040242765,25,3478,11,2729.0,3,1,0,1,0,1,0,1,199638.92
6221,42,0.48455215,56.07977,0.9691043,9.0,8.0,12.0,15,0.15824905,21,5731,0,1106.1093,1,0,0,1,0,1,0,1,217211.22
6222,105,0.65748155,31.871304,0.65748155,5.0,1.0,5.0,57,0.040242765,25,3478,11,2729.0,3,1,0,1,0,1,0,1,164242.22
6223,169,0.19154586,71.77316,0.5746376,10.0,20.0,25.0,5,0.1789168,18,3594,4,192.0,1,5,0,1,0,1,0,1,323430.34
6224,27,0.33333334,49.029747,1.0,5.8617096,17.0,25.0,6,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,138397.36
6225,8,0.5742975,40.61707,0.5742975,8.0,3.0,16.0,37,0.4581745,26,4439,1,1130.0,1,5,0,1,1,0,0,1,147100.97
6226,64,0.33440432,46.80832,0.66880864,6.0,5.0,9.0,50,0.002211665,39,7614,3,1106.1093,1,5,0,1,0,1,1,0,231222.94
6227,1,0.33333334,79.75136,1.0,1.0,14.0,17.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,244566.58
6228,78,0.25843158,58.236526,0.51686317,9.0,14.0,16.0,17,0.09229064,21,4346,2,165.0,1,2,0,1,0,1,0,1,244149.9
6229,155,0.21147156,69.540665,0.6344147,7.0,7.0,12.0,50,0.042307273,17,2810,9,4849.0,3,6,0,1,0,1,0,1,442267.0
6230,30,0.13921686,121.71773,0.5568674,1.0,1.0,2.0,5,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,224808.5
6231,18,0.21152757,74.94493,0.6345827,9.0,6.0,17.0,26,0.0,30,5562,0,1106.1093,0,5,0,1,0,1,1,0,321728.16
6232,39,0.34402317,47.80768,0.68804634,6.0,4.0,9.0,50,0.42882583,25,5011,8,730.0,0,2,0,1,0,1,0,1,203594.42
6233,147,0.3584558,45.166832,0.7169116,5.0,5.0,5.0,60,0.31980935,25,4756,16,2857.0,5,8,0,1,0,1,0,1,267929.25
6234,62,1.0,38.447285,1.0,10.0,10.0,14.0,45,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,113780.7
6235,23,1.0,39.4095,1.0,1.0,5.0,17.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,103396.87
6236,1,0.53181684,43.31308,0.53181684,8.0,13.0,14.0,32,0.025609156,33,5261,0,240.0,3,1,0,1,0,1,0,1,162643.3
6237,34,0.8988576,45.036224,0.8988576,5.8617096,5.0,17.0,8,0.069753364,53,13670,4,1106.1093,1,11,0,1,0,1,0,1,156998.08
6238,2,0.52775234,40.62364,0.52775234,7.0,2.0,5.0,62,0.0,33,7425,1,1106.1093,2,5,0,1,0,1,0,1,198351.88
6239,70,0.31626883,54.004444,0.63253766,8.0,3.0,14.0,27,0.002211665,39,7614,3,1106.1093,1,5,0,1,0,1,1,0,277111.56
6240,96,0.20033717,78.44568,0.6010115,75.0,9.0,12.0,45,0.041116353,53,14892,4,1106.1093,1,4,0,1,0,1,0,1,290354.47
6241,27,0.5,71.13968,1.0,1.0,12.0,17.0,45,0.21140121,9,1892,0,1106.1093,0,1,0,1,0,1,0,1,154882.22
6242,10,0.20465739,76.77543,0.6139722,9.0,12.0,17.0,34,0.08903972,33,7976,5,1106.1093,0,11,0,1,0,1,0,1,394360.2
6243,23,1.0,39.559326,1.0,1.0,6.0,12.0,45,0.03465608,0,168,0,1106.1093,0,0,0,1,0,1,0,1,83407.98
6244,1,1.0,47.0871,1.0,5.8617096,10.0,24.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,159082.25
6245,23,1.0,43.348103,1.0,1.0,6.0,25.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,113780.47
6246,45,0.5683164,30.527946,0.5683164,5.0,5.0,9.0,50,0.19578105,23,5212,6,1106.1093,3,2,0,1,0,1,0,1,167301.2
6247,91,0.242737,60.276974,0.728211,5.0,5.0,9.0,54,0.33389154,30,6564,1,1106.1093,0,0,0,1,0,1,0,1,144949.08
6248,59,0.27275863,67.2497,0.54551727,12.0,11.0,14.0,14,0.30947912,35,7715,4,990.0,0,6,0,1,0,1,0,1,241366.98
6249,105,0.589663,41.041267,0.589663,8.0,2.0,12.0,38,0.040242765,25,3478,11,2729.0,3,1,0,1,0,1,0,1,180467.66
6250,48,0.21370204,76.86513,0.6411061,10.0,16.0,16.0,38,0.041124634,46,9515,5,1106.1093,1,10,0,1,0,1,0,1,367507.53
6251,44,0.2898478,39.57079,0.5796956,6.0,5.0,12.0,53,0.23220508,24,4860,1,80.0,0,3,0,1,0,1,0,1,205976.58
6252,21,0.35523683,48.812195,0.71047366,5.0,5.0,5.0,59,0.034331497,25,5487,3,1106.1093,0,4,0,1,0,1,0,1,181530.45
6253,19,0.49785376,42.674885,0.49785376,10.0,4.0,16.0,44,0.30947912,35,7715,4,990.0,0,6,0,1,0,1,0,1,172021.98
6254,45,0.5,61.852333,1.0,1.0,1.0,1.0,45,0.19578105,23,5212,6,1106.1093,3,2,0,1,0,1,0,1,329708.66
6255,85,0.5940043,32.284176,0.5940043,6.0,7.0,9.0,44,0.03717782,52,11217,1,2300.0,1,7,0,1,0,1,0,1,190755.61
6256,148,0.19307035,107.6983,0.57921106,11.0,11.0,20.0,8,0.19578105,23,5212,6,1106.1093,3,2,0,1,0,1,0,1,441724.06
6257,7,0.27253738,56.828217,0.54507476,7.0,12.0,18.0,14,0.13061781,39,10418,9,900.0,1,9,0,1,0,1,0,1,378906.38
6258,123,0.2209902,72.60394,0.4419804,11.0,8.0,16.0,15,0.0,47,11319,0,1145.0,3,5,0,1,0,1,0,1,354283.38
6259,21,0.200786,79.31568,0.602358,12.0,6.0,14.0,13,0.034331497,25,5487,3,1106.1093,0,4,0,1,0,1,0,1,198640.03
6260,47,0.5180277,41.307495,0.5180277,7.0,2.0,14.0,13,0.19736795,8,2423,1,32.0,0,1,0,1,0,1,0,1,158582.83
6261,113,0.54770607,31.945704,0.54770607,5.0,5.0,5.0,55,0.30746666,30,5048,9,325.0,2,5,0,1,1,0,0,1,162556.84
6262,61,0.53709376,40.153538,0.53709376,8.0,9.0,16.0,42,0.30032253,52,10311,6,1106.1093,1,9,0,1,0,1,0,1,181918.22
6263,23,1.0,44.545155,1.0,1.0,5.0,25.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,115889.56
6264,23,0.26659092,66.52717,0.53318185,12.0,11.0,17.0,14,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,105662.65
6265,39,0.2334043,64.496925,0.4668086,12.0,14.0,16.0,16,0.42882583,25,5011,8,730.0,0,2,0,1,0,1,0,1,313163.34
6266,1,0.5,54.842613,1.0,1.0,14.0,17.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,179345.42
6267,27,0.33333334,87.64,1.0,1.0,1.0,1.0,45,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,267402.22
6268,74,0.9774017,53.591015,0.9774017,5.8617096,9.0,9.0,6,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,165143.6
6269,135,0.32173386,55.478676,0.6434677,9.0,8.0,17.0,31,0.007658515,35,7077,56,2301.0,3,19,0,1,0,1,0,1,385774.0
6270,45,0.9593794,56.421112,0.9593794,1.0,22.0,22.0,6,0.19578105,23,5212,6,1106.1093,3,2,0,1,0,1,0,1,293852.8
6271,3,0.37450078,28.959534,0.37450078,1.0,5.0,9.0,50,0.26508868,37,5288,0,1937.0,3,2,0,1,0,1,0,1,125722.664
6272,8,0.47349343,36.022102,0.47349343,9.0,5.0,14.0,12,0.43788525,23,5735,3,1084.0,0,5,0,1,0,1,0,1,175501.75
6273,94,0.47879457,60.00154,0.95758915,1.0,8.0,20.0,7,0.28279766,33,8667,2,1106.1093,0,6,0,1,0,1,0,1,283319.78
6274,9,0.25868303,55.736225,0.51736605,9.0,15.0,15.0,14,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,195960.3
6275,125,0.31874743,48.162304,0.63749486,6.0,3.0,12.0,52,0.040242765,25,3478,11,2729.0,3,1,0,1,0,1,0,1,244161.12
6276,13,0.2067153,76.53076,0.6201459,10.0,7.0,16.0,19,0.0907991,74,19083,2,1106.1093,5,15,0,1,0,1,0,1,343084.44
6277,155,0.26320553,61.714108,0.52641106,9.0,6.0,6.0,91,0.042307273,17,2810,9,4849.0,3,6,0,1,0,1,0,1,362698.8
6278,46,0.31997296,46.83842,0.6399459,5.0,5.0,5.0,58,0.18878376,31,6137,4,1106.1093,0,1,0,1,0,1,0,1,215869.34
6279,6,0.5,59.33846,1.0,5.8617096,25.0,25.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,171739.2
6280,13,0.3248978,53.739803,0.6497956,8.0,17.0,17.0,22,0.0907991,74,19083,2,1106.1093,5,15,0,1,0,1,0,1,250090.48
6281,53,0.20490842,76.82872,0.61472523,8.0,9.0,12.0,45,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,351385.72
6282,6,0.29171935,62.708645,0.5834387,12.0,4.0,17.0,5,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,190025.4
6283,102,0.2533643,57.3964,0.76009285,5.0,5.0,5.0,59,0.23861714,26,3889,6,705.0,3,6,0,1,0,1,0,1,141084.77
6284,23,1.0,43.986984,1.0,1.0,3.0,17.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,102866.52
6285,3,0.29438052,56.14011,0.58876103,8.0,10.0,12.0,38,0.050900057,43,10621,1,30.0,2,3,0,1,0,1,0,1,214133.03
6286,27,0.33333334,56.315712,1.0,15.0,3.0,3.0,8,0.07542368,11,3097,0,1106.1093,0,0,0,1,0,1,0,1,201984.66
6287,30,0.93383086,47.55659,0.93383086,1.0,6.0,22.0,45,7.81528e-05,22,6398,141,1046.0,3,23,0,1,0,1,0,1,170347.7
6288,78,0.67189425,34.961723,0.67189425,6.0,5.0,9.0,51,0.219006,28,6746,3,1106.1093,1,4,0,1,0,1,0,1,158704.75
6289,100,0.4803406,35.571793,0.4803406,7.0,8.0,8.0,59,0.20014681,23,3975,8,770.0,2,0,0,1,0,1,0,1,237726.27
6290,166,0.2268418,56.5652,0.6805254,3.0,3.0,9.0,58,0.17473908,17,3379,9,100.0,0,3,0,1,0,1,0,1,253259.45
6291,9,0.5,61.93691,1.0,1.0,1.0,1.0,45,0.16153175,25,5648,1,30.0,2,4,0,1,0,1,0,1,180694.56
6292,3,0.329314,48.33836,0.658628,5.0,5.0,5.0,54,0.26508868,37,5288,0,1937.0,3,2,0,1,0,1,0,1,197287.36
6293,154,0.29071528,39.219864,0.58143055,7.0,7.0,12.0,52,0.4605564,20,4386,14,1106.1093,1,5,0,1,0,1,0,1,234421.45
6294,5,0.3404749,35.53688,0.6809498,7.0,2.0,9.0,59,0.15081754,16,3433,4,2643.0,4,5,0,1,0,1,0,1,160513.42
6295,2,0.2179961,74.13845,0.6539883,10.0,6.0,17.0,14,0.035145268,42,9292,3,2620.0,0,3,0,1,0,1,0,1,410343.12
6296,139,0.23582405,59.54165,0.4716481,9.0,6.0,18.0,12,0.12209035,29,6566,7,1894.0,4,0,0,1,0,1,0,1,283929.0
6297,66,0.17656234,66.12302,0.70624936,5.0,7.0,9.0,54,0.11162739,50,12238,8,1970.0,2,3,0,1,0,1,0,1,317086.22
6298,10,0.29875267,47.62292,0.59750533,6.0,6.0,9.0,46,0.28279766,33,8667,2,1106.1093,0,6,0,1,0,1,0,1,189796.28
6299,74,1.0,34.10583,1.0,5.8617096,0.0,0.0,45,0.07577875,6,1437,3,1106.1093,0,2,0,1,0,1,0,1,129203.97
6300,58,0.21544842,52.921387,0.64634526,6.0,4.0,9.0,52,0.050755568,24,5469,1,145.0,0,1,0,1,0,1,0,1,71123.61
6301,26,0.20299894,70.97272,0.6089968,9.0,9.0,14.0,48,0.0,36,6714,2,2672.0,0,2,0,1,0,1,0,1,332447.1
6302,29,0.63995034,32.246403,0.63995034,5.0,2.0,5.0,59,0.06966034,31,6119,4,1106.1093,1,2,0,1,0,1,0,1,135004.81
6303,28,1.0,40.295135,1.0,1.0,1.0,1.0,6,0.11853738,30,6207,1,1183.0,1,0,0,1,0,1,0,1,189276.06
6304,39,0.617426,37.99635,0.617426,9.0,11.0,16.0,28,0.42882583,25,5011,8,730.0,0,2,0,1,0,1,0,1,161845.78
6305,61,0.27929386,57.37263,0.55858773,9.0,17.0,22.0,11,0.30032253,52,10311,6,1106.1093,1,9,0,1,0,1,0,1,298652.22
6306,8,0.3060891,47.889416,0.6121782,6.0,4.0,9.0,41,0.219006,28,6746,3,1106.1093,1,4,0,1,0,1,0,1,197755.25
6307,27,0.5,72.67483,1.0,1.0,12.0,17.0,45,0.072157584,2,629,1,1106.1093,0,0,0,1,0,1,1,0,170905.77
6308,53,1.0,38.079975,1.0,1.0,1.0,1.0,45,0.049637258,34,7759,0,229.0,1,3,0,1,0,1,0,1,239736.06
6309,6,1.0,42.49925,1.0,1.0,11.0,17.0,45,0.24320452,5,1564,0,540.0,0,0,0,1,0,1,0,1,130409.47
6310,27,0.9629532,40.83554,0.9629532,1.0,15.0,19.0,6,0.21140121,9,1892,0,1106.1093,0,1,0,1,0,1,0,1,91692.86
6311,27,0.2093383,86.11997,0.6280149,11.0,4.0,9.0,8,0.051815435,5,1227,0,1106.1093,0,0,0,1,0,1,0,1,163969.98
6312,1,0.5,65.71636,1.0,1.0,6.0,22.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,205012.27
6313,46,0.47511983,42.93598,0.47511983,8.0,11.0,12.0,45,0.18878376,31,6137,4,1106.1093,0,1,0,1,0,1,0,1,183494.4
6314,1,0.9766527,40.978157,0.9766527,1.0,10.0,17.0,45,0.007122317,1,264,0,1106.1093,0,1,0,1,0,1,0,1,146735.67
6315,126,0.3223993,43.630173,0.6447986,5.0,5.0,5.0,54,0.11853738,30,6207,1,1183.0,1,0,0,1,0,1,0,1,77353.055
6316,67,0.55516636,42.19528,0.55516636,8.0,8.0,17.0,35,0.10045574,43,7227,0,1106.1093,1,6,0,1,0,1,1,0,184999.72
6317,35,0.29984826,49.986282,0.5996965,6.0,9.0,9.0,52,0.08903972,33,7976,5,1106.1093,0,11,0,1,0,1,0,1,212745.17
6318,22,1.0,39.06139,1.0,1.0,2.0,17.0,45,0.11853738,30,6207,1,1183.0,1,0,0,1,0,1,0,1,136715.02
